"code","protocol_id","path","title","encoding_maturity","claims_renal","renal_inputs","renal_rules","claims_hepatic","hepatic_inputs","hepatic_rules","mismatches"
"00200","nccp-00200-vcurrent","protocols/breast/00200-trastuzumab-iv-q21d.json","Trastuzumab Intravenous Monotherapy – 21 days","not_formally_audited","false","","","false","","",""
"00201","nccp-00201-v6","protocols/breast/00201-trastuzumab-iv-weekly.json","Trastuzumab Intravenous Monotherapy – 7 days","not_formally_audited","false","","","false","","",""
"00202","nccp-00202-v7","protocols/breast/00202-docetaxel-100-21-day.json","Docetaxel Monotherapy 100 mg/m² – 21 day","not_formally_audited","false","","","false","","",""
"00203","nccp-00203-v7","protocols/breast/00203-docetaxel-75-21-day.json","Docetaxel Monotherapy 75 mg/m² – 21 day cycle","not_formally_audited","false","","","false","hepatic_band","HEPATIC_75|HEPATIC_50|HEPATIC_STOP",""
"00204","nccp-00204-v11","protocols/breast/00204-pertuzumab-trastuzumab-docetaxel.json","Pertuzumab, Trastuzumab and Docetaxel Therapy – 21 day cycle","not_formally_audited","false","","","false","significant_hepatic_dysfunction|ast_alt_uln|bilirubin_uln","(unnamed)|(unnamed)",""
"00205","nccp-00205-v8","protocols/breast/00205-pegylated-liposomal-doxorubicin.json","Pegylated Liposomal Doxorubicin 50 mg/m² – 28 day","partial_rule_encoding","false","","","false","bilirubin_uln_multiple","PLD_BILI_GT4_3|PLD_BILI_GT2_5|PLD_BILI_GT1",""
"00206","nccp-00206-vcurrent","protocols/breast/00206-t-dm1-metastatic.json","Trastuzumab Emtansine (T-DM1) Therapy – 21 days","not_formally_audited","false","","","false","ast_alt_grade|bilirubin_grade","(unnamed)",""
"00207","nccp-00207-v5","protocols/gastrointestinal/00207-cetuximab-therapy-7-days.json","Cetuximab Therapy – 7 days","partial_rule_encoding","false","","","false","","",""
"00209","nccp-00209-v10a","protocols/gastrointestinal/00209-modified-folfox6.json","FOLFOX-6 Modified Therapy – 14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","hepatic_impairment_category","(unnamed)|(unnamed)",""
"00210","nccp-00210-v9b","protocols/gastrointestinal/00210-folfox-4-therapy-14-day.json","FOLFOX-4 Therapy – 14 day","partial_rule_encoding","false","oxaliplatin_renal_band","OXALIPLATIN_SEVERE_RENAL|OXALIPLATIN_DIALYSIS","false","","",""
"00212","nccp-00212-v6a","protocols/breast/00212-bevacizumab-q14d.json","Bevacizumab 10 mg/kg – 14 days","not_formally_audited","false","renal_or_hepatic_clinical_concern","(unnamed)","false","renal_or_hepatic_clinical_concern","(unnamed)",""
"00213","nccp-00213-v7","protocols/gastrointestinal/00213-irinotecan-monotherapy-21-day.json","Irinotecan Monotherapy – 21 day","partial_rule_encoding","false","","","false","bilirubin_uln_multiple","IRINOTECAN_BILIRUBIN_OVER_3ULN",""
"00214","nccp-00214-v8","protocols/shared/00214-bevacizumab-7-5-mg-kg-21-days.json","Bevacizumab 7.5 mg/kg – 21 days","partial_rule_encoding","false","","","false","","",""
"00215","nccp-00215-v7","protocols/shared/00215-bevacizumab-15mgkg.json","Bevacizumab 15 mg/kg Therapy — 21 days","not_formally_audited","false","renal_or_hepatic_clinical_concern","(unnamed)","false","renal_or_hepatic_clinical_concern","(unnamed)",""
"00216","nccp-00216-v8","protocols/gastrointestinal/00216-capecitabine-monotherapy.json","Capecitabine Monotherapy","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|alt_ast_ratio_uln","(unnamed)|(unnamed)",""
"00217","nccp-00217-vcurrent","protocols/breast/00217-lapatinib-capecitabine.json","Lapatinib and Capecitabine Therapy - 21 days","not_formally_audited","false","crcl_band","(unnamed)|(unnamed)|(unnamed)","false","alt_grade|bilirubin_grade","(unnamed)|(unnamed)",""
"00218","nccp-00218-v3","protocols/haemato-oncology/plasma-cell/00218-lenalidomide-dexamethasone-28-day.json","Lenalidomide 25 mg and Dexamethasone — 28 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln","",""
"00219","nccp-00219-v6","protocols/lung/00219-erlotinib-monotherapy.json","Erlotinib Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TARGET_HEPATITIS",""
"00220","nccp-00220-v5","protocols/lung/00220-gefitinib-monotherapy.json","Gefitinib Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TARGET_HEPATITIS",""
"00221","nccp-00221-v5","protocols/lung/00221-afatinib-monotherapy.json","Afatinib Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TARGET_HEPATITIS",""
"00222","nccp-00222-v5","protocols/lung/00222-pemetrexed-monotherapy.json","Pemetrexed Monotherapy","partial_rule_encoding","false","pemetrexed_renal_band","PEME_RENAL_30_44|PEME_RENAL_LT30|PEME_DIALYSIS","false","","",""
"00225","nccp-00225-v6","protocols/gastrointestinal/00225-panitumumab-6-mg-kg-therapy.json","Panitumumab 6 mg/kg Therapy","partial_rule_encoding","false","","","false","","",""
"00226","nccp-00226-v9","protocols/shared/00226-paclitaxel-monotherapy-weekly.json","Paclitaxel Monotherapy 80mg/m² Day 1, 8, 15 and 22 – 28 Day","not_formally_audited","false","","","false","severe_hepatic_impairment|alt_ratio_uln|bilirubin_ratio_uln","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00227","nccp-00227-v9","protocols/gastrointestinal/00227-folfiri.json","FOLFIRI Therapy - 14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|bilirubin_umol_l|ast_u_l|hepatic_impairment_severity","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00228","nccp-00228-v8","protocols/breast/00228-eribulin-monotherapy.json","Eribulin Monotherapy","not_formally_audited","true","eribulin_renal_band","ERIB_RENAL_LT50|ERIB_HD","true","child_pugh","ERIB_CP_A|ERIB_CP_B|ERIB_CP_C",""
"00230","nccp-00230-v7","protocols/breast/00230-nab-paclitaxel-q21d.json","nab-Paclitaxel Monotherapy - 21 day","not_formally_audited","false","","","false","hepatic_impairment","(unnamed)",""
"00232","nccp-00232-v5","protocols/breast/00232-vinorelbine-iv.json","Intravenous Vinorelbine Monotherapy - 21 days","not_formally_audited","false","","","false","hepatic_impairment","(unnamed)",""
"00233","nccp-00233-v7","protocols/genitourinary/00233-enzalutamide.json","Enzalutamide Monotherapy","not_formally_audited","false","renal_band","RENAL_LIMITED","false","severe_hepatic_impairment","SEVERE_HEPATIC",""
"00235","nccp-00235-v5","protocols/gastrointestinal/00235-teysuno-s-1-and-cisplatin-28-day.json","Teysuno (S-1) and Cisplatin – 28 day","partial_rule_encoding","false","cisplatin_crcl_band","CISPLATIN_CRCL_45_59|CISPLATIN_CRCL_LT45|CISPLATIN_DIALYSIS","false","","",""
"00236","nccp-00236-v3","protocols/skin/00236-vismodegib-monotherapy.json","Vismodegib Monotherapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00237","nccp-00237-v6","protocols/skin/00237-dabrafenib-monotherapy.json","Dabrafenib Monotherapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00238","nccp-00238-v6","protocols/gastrointestinal/00238-aflibercept-folfiri.json","Aflibercept and FOLFIRI Therapy -14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|bilirubin_umol_l|ast_u_l|hepatic_impairment_severity","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00239","nccp-00239-v8","protocols/gastrointestinal/00239-eox-epirubicin-oxaliplatin-and-capecitabine-therapy.json","EOX: Epirubicin, Oxaliplatin and Capecitabine Therapy","partial_rule_encoding","false","oxaliplatin_renal_band","OXALIPLATIN_SEVERE_RENAL|OXALIPLATIN_DIALYSIS","false","","",""
"00240","nccp-00240-v8","protocols/gastrointestinal/00240-ecf-epirubicin-cisplatin-and-5-fluorouracil-therapy.json","ECF: Epirubicin, Cisplatin and 5-Fluorouracil Therapy","partial_rule_encoding","false","cisplatin_crcl_band","CISPLATIN_CRCL_45_59|CISPLATIN_CRCL_LT45|CISPLATIN_DIALYSIS","false","","",""
"00242","nccp-00242-v6","protocols/head-neck/00242-vandetanib-monotherapy.json","Vandetanib Monotherapy","not_formally_audited","false","vandetanib_renal_band","VAN_RENAL","false","alt_ast_uln_multiple|bilirubin_uln_multiple","VAN_BILI",""
"00243","nccp-00243-v7","protocols/lung/00243-crizotinib-monotherapy.json","Crizotinib Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TARGET_HEPATITIS",""
"00244","nccp-00244-v5","protocols/gastrointestinal/00244-regorafenib.json","Regorafenib Monotherapy","not_formally_audited","false","","","false","child_pugh|alt_ast_ratio_uln|bilirubin_ratio_uln|liver_event_recurrence","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00245","nccp-00245-v4a","protocols/haemato-oncology/plasma-cell/00245-pomalidomide-dexamethasone.json","Pomalidomide and Dexamethasone","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)","false","bilirubin_ratio_uln|child_pugh_class","(unnamed)",""
"00246","nccp-00246-v5","protocols/gynaecology/00246-methotrexate-8-day-charing-cross-regimen.json","Methotrexate 8-day Charing Cross Regimen","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00247","nccp-00247-v4","protocols/gynaecology/00247-dactinomycin-therapy.json","Dactinomycin Therapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00248","nccp-00248-v4","protocols/gynaecology/00248-ema-co-therapy.json","EMA/CO Therapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00249","nccp-00249-v3","protocols/gynaecology/00249-intrathecal-methotrexate-for-cns-prophylaxis-in-gtn.json","Intrathecal Methotrexate for CNS Prophylaxis in GTN","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00250","nccp-00250-v8","protocols/breast/00250-docetaxel-cyclophosphamide.json","Docetaxel / Cyclophosphamide (TC) Therapy – 21 day","not_formally_audited","false","egfr","(unnamed)","false","bilirubin_uln_multiple|alt_uln_multiple","(unnamed)",""
"00251","nccp-00251-v6","protocols/breast/00251-carboplatin-q28d.json","Carboplatin AUC 4-6 Monotherapy - 28 day","not_formally_audited","false","gfr|serum_creatinine_change_percent","(unnamed)|(unnamed)|(unnamed)","false","","",""
"00252","nccp-00252-v7","protocols/breast/00252-ac-doxorubicin-cyclophosphamide.json","Doxorubicin and Cyclophosphamide (AC 60/600) Therapy – 21 day","not_formally_audited","false","egfr","(unnamed)","false","bilirubin_uln_multiple|alt_uln_multiple|ast_uln_multiple","(unnamed)",""
"00253","nccp-00253-vcurrent","protocols/breast/00253-tamoxifen.json","Tamoxifen Monotherapy","not_formally_audited","false","","","false","severe_hepatic_impairment","(unnamed)",""
"00254","nccp-00254-v5","protocols/breast/00254-anastrozole-monotherapy.json","Anastrozole Monotherapy","not_formally_audited","false","","","false","alt_grade|ast_grade|child_pugh_class","severe_hepatic_impairment_review",""
"00256","nccp-00256-v7","protocols/gastrointestinal/00256-nab-paclitaxel-gemcitabine.json","nab-Paclitaxel and Gemcitabine Therapy -28 day","not_formally_audited","false","","","false","bilirubin_uln_multiple|ast_uln_multiple","",""
"00257","nccp-00257-v8","protocols/genitourinary/00257-radium-223.json","Radium-223 Therapy","not_formally_audited","false","","","false","","",""
"00258","nccp-00258-v9","protocols/breast/00258-tch-docetaxel-carboplatin-trastuzumab.json","Docetaxel, Carboplatin and Trastuzumab (TCH) – 21 days","not_formally_audited","false","","","false","","",""
"00259","nccp-00259-v6","protocols/breast/00259-vinorelbine-oral.json","Oral Vinorelbine Monotherapy - 7 days","not_formally_audited","false","","","false","alt_uln_multiple|ast_uln_multiple|bilirubin_uln_multiple","(unnamed)|(unnamed)|(unnamed)",""
"00260","nccp-00260-v7","protocols/breast/00260-ac-followed-by-weekly-paclitaxel.json","AC 21-day followed by weekly Paclitaxel (AC-T)","not_formally_audited","false","","","false","","",""
"00261","nccp-00261-v7","protocols/breast/00261-carboplatin-q21d.json","Carboplatin AUC 4-6 Monotherapy - 21 day","not_formally_audited","false","gfr|serum_creatinine_change_percent","(unnamed)|(unnamed)|(unnamed)","false","","",""
"00262","nccp-00262-vcurrent","protocols/breast/00262-ec90.json","Epirubicin 90 and Cyclophosphamide (EC90)","not_formally_audited","false","","","false","","",""
"00263","nccp-00263-vcurrent","protocols/breast/00263-ec75.json","Epirubicin 75 and Cyclophosphamide (EC75)","not_formally_audited","false","","","false","","",""
"00264","nccp-00264-v3b","protocols/gynaecology/00264-ema-ep-therapy.json","EMA/EP Therapy","not_formally_audited","false","cisplatin_renal_band","CIS_50_59|CIS_40_49|CIS_LT40","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00265","nccp-00265-v6b","protocols/breast/00265-fec100.json","5-Fluorouracil, Epirubicin 100 and Cyclophosphamide (FEC100)","not_formally_audited","false","","","false","","",""
"00266","nccp-00266-v4","protocols/gynaecology/00266-paclitaxel-etoposide-alternating-with-paclitaxel-cisplatin-te-tp-therapy.json","Paclitaxel/Etoposide alternating with Paclitaxel/Cisplatin (TE/TP) Therapy","not_formally_audited","false","cisplatin_renal_band","CIS_50_59|CIS_40_49|CIS_LT40","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TAXANE_LFT",""
"00267","nccp-00267-v4","protocols/gynaecology/00267-two-day-etoposide-and-cisplatin-ep-therapy.json","Two-day Etoposide and Cisplatin (EP) Therapy","not_formally_audited","false","cisplatin_renal_band","CIS_50_59|CIS_40_49|CIS_LT40","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00269","nccp-00269-v7a","protocols/breast/00269-fec50.json","5-Fluorouracil, Epirubicin 50 and Cyclophosphamide (FEC50)","not_formally_audited","false","","","false","","",""
"00270","nccp-00270-v3a","protocols/haemato-oncology/plasma-cell/00270-bortezomib-dexamethasone.json","Bortezomib and dexamethasone Therapy","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)","false","bilirubin_ratio_uln","(unnamed)",""
"00271","nccp-00271-v7","protocols/lung/00271-carboplatin-etoposide.json","Carboplatin AUC 5 and Etoposide 100 mg/m² Therapy – 21 day","not_formally_audited","false","egfr","(unnamed)","false","bilirubin_uln_multiple|alt_uln_multiple","(unnamed)",""
"00272","nccp-00272-v4","protocols/breast/00272-trastuzumab-sc-q21d-metastatic.json","Trastuzumab Subcutaneous 21 days – Metastatic Breast Cancer","not_formally_audited","false","","","false","","",""
"00273","nccp-00273-v3","protocols/haemato-oncology/plasma-cell/00273-cybord-21-day.json","Cyclophosphamide, Bortezomib and Dexamethasone (CyBorD) — 21 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln","(unnamed)",""
"00275","nccp-00275-v3","protocols/haemato-oncology/plasma-cell/00275-bortezomib-melphalan-prednisolone.json","Bortezomib, Melphalan and Prednisolone Therapy","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln","(unnamed)",""
"00278","nccp-00278-v7","protocols/breast/00278-dose-dense-ac-paclitaxel-14-day.json","Dose-dense AC followed by Paclitaxel 175 mg/m² every 14 days","not_formally_audited","false","","","false","","",""
"00279","nccp-00279-v7","protocols/shared/00279-cisplatin-75-mg-m2-etoposide-100-mg-m2-and-radiotherapy-21-day.json","Cisplatin 75 mg/m², Etoposide 100 mg/m² and Radiotherapy – 21 day","not_formally_audited","true","cisplatin_renal_band|etoposide_renal_band","CISPLATIN_RENAL_45_59|CISPLATIN_RENAL_LT45|CISPLATIN_RENAL_LT30|CISPLATIN_DIALYSIS|ETOP_RENAL_15_49|ETOP_RENAL_LT15|ETOP_DIALYSIS","true","bilirubin_uln_multiple","ETOP_BILI_HIGH",""
"00280","nccp-00280-v6","protocols/lung/00280-cisplatin-etoposide.json","Cisplatin 75 mg/m² and Etoposide 100 mg/m² Therapy – 21 day","not_formally_audited","false","egfr","(unnamed)","false","bilirubin_uln_multiple|alt_uln_multiple","",""
"00281","nccp-00281-v7","protocols/lung/00281-gemcitabine-cisplatin.json","Gemcitabine 1250 mg/m² and Cisplatin 75 mg/m² Therapy — 21 day","not_formally_audited","false","crcl_ml_min","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_micromol_l","(unnamed)",""
"00282","nccp-00282-v5","protocols/genitourinary/00282-gemcitabine-and-cisplatin-70-mg-m-28-day.json","Gemcitabine and Cisplatin 70 mg/m² – 28 day","not_formally_audited","false","cisplatin_renal_band","CIS_RENAL_50|CIS_RENAL_40|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00283","nccp-00283-v6","protocols/gastrointestinal/00283-gemcitabine-1000-mg-m2-monotherapy-56-day.json","Gemcitabine 1000 mg/m² Monotherapy – 56 day","partial_rule_encoding","false","","","false","","",""
"00284","nccp-00284-v5","protocols/shared/00284-gemcitabine-1000-mg-m2-monotherapy-28-day.json","Gemcitabine 1000 mg/m² Monotherapy – 28 day","partial_rule_encoding","false","","","false","","",""
"00285","nccp-00285-v4","protocols/breast/00285-trastuzumab-sc-q21d-ebc.json","Trastuzumab Subcutaneous 21 days – Early Breast Cancer","not_formally_audited","false","","","false","","",""
"00294","nccp-00294-v4","protocols/gastrointestinal/00294-sorafenib-therapy.json","Sorafenib Therapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","ORAL_TARGETED_LFT_REVIEW|ORAL_TARGETED_BILIRUBIN_REVIEW",""
"00295","nccp-00295-v6","protocols/head-neck/00295-lenvatinib-dtc-therapy.json","Lenvatinib DTC Therapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00299","nccp-00299-v3a","protocols/haemato-oncology/plasma-cell/00299-modified-weekly-cybord.json","Modified CyBorD — weekly therapy","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln","(unnamed)",""
"00300","nccp-00300-v7b","protocols/gynaecology/00300-bleomycin-etoposide-and-cisplatin-bep-therapy.json","Bleomycin, Etoposide and Cisplatin (BEP) Therapy","not_formally_audited","false","cisplatin_renal_band","CIS_50_59|CIS_40_49|CIS_LT40","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00301","nccp-00301-v5","protocols/gynaecology/00301-etoposide-and-cisplatin-20-mg-m-ep-5-day-therapy.json","Etoposide and Cisplatin 20 mg/m² (EP) 5-day Therapy","not_formally_audited","false","cisplatin_renal_band","CIS_50_59|CIS_40_49|CIS_LT40","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00303","nccp-00303-v6","protocols/gynaecology/00303-carboplatin-paclitaxel-21-day.json","Carboplatin AUC 5–7.5 and Paclitaxel 175 mg/m² Therapy – 21 day","not_formally_audited","false","egfr","(unnamed)","false","bilirubin_uln_multiple|alt_uln_multiple","(unnamed)",""
"00304","nccp-00304-v8","protocols/lung/00304-carboplatin-paclitaxel.json","Carboplatin AUC 6 and Paclitaxel 200 mg/m² Therapy","not_formally_audited","false","gfr_ml_min","(unnamed)|(unnamed)","false","transaminases_uln_multiple|bilirubin_uln_multiple","(unnamed)|(unnamed)|(unnamed)",""
"00306","nccp-00306-v7","protocols/gynaecology/00306-gemcitabine-carboplatin.json","Gemcitabine 1000 mg/m² and Carboplatin AUC 4 Therapy — 21 day","not_formally_audited","false","gfr_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_micromol_l","(unnamed)",""
"00308","nccp-00308-v7","protocols/gynaecology/00308-carboplatin-auc-6-and-weekly-paclitaxel-80-mg-m-therapy.json","Carboplatin AUC 6 and Weekly Paclitaxel 80 mg/m² Therapy","not_formally_audited","false","gfr_or_crcl_ml_min","CARBO_GFR_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TAXANE_LFT",""
"00309","nccp-00309-v6","protocols/lung/00309-weekly-carboplatin-auc2-and-paclitaxel-50-mg-m2-with-radiotherapy.json","Weekly Carboplatin AUC2 and Paclitaxel 50 mg/m² with Radiotherapy","not_formally_audited","true","gfr_crcl_ml_min","CARBO_GFR_20_OR_LESS|CARBO_GFR_20_30","true","bilirubin_uln_multiple|alt_ast_uln_multiple","PACLITAXEL_BILI_GT3",""
"00310","nccp-00310-v7","protocols/lung/00310-gemcitabine-carboplatin.json","Gemcitabine 1000 mg/m² and Carboplatin AUC 5 Therapy — 21 day","not_formally_audited","false","gfr_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_micromol_l","(unnamed)",""
"00311","nccp-00311-v4","protocols/shared/00311-topotecan-monotherapy-5-day.json","Topotecan Monotherapy – 5 day","partial_rule_encoding","false","topotecan_renal_band","TOPO_RENAL_20_39|TOPO_RENAL_LT20|TOPO_DIALYSIS","false","","",""
"00312","nccp-00312-v5","protocols/gynaecology/00312-topotecan-monotherapy-weekly.json","Topotecan Monotherapy – Weekly","not_formally_audited","false","topotecan_renal_band","TOPO_RENAL|TOPO_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00313","nccp-00313-v5","protocols/genitourinary/00313-docetaxel-50-q14d.json","Docetaxel Monotherapy 50 mg/m² – 14 day cycle","not_formally_audited","false","","","false","hepatic_band","HEPATIC_75|HEPATIC_50|HEPATIC_STOP",""
"00314","nccp-00314-v4b","protocols/head-neck/00314-cisplatin-and-5-fluorouracil-28-day.json","Cisplatin and 5-Fluorouracil – 28 day","not_formally_audited","false","cisplatin_crcl_band","CIS_RENAL_50_59|CIS_RENAL_40_49|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple|bilirubin_umol_l|ast_u_l","5FU_HEPATIC|5FU_AST",""
"00315","nccp-00315-v7a","protocols/head-neck/00315-docetaxel-75-cisplatin-75-and-5-fluorouracil-1000-induction-tpf.json","Docetaxel 75, Cisplatin 75 and 5-Fluorouracil 1000 – Induction TPF","not_formally_audited","false","cisplatin_crcl_band","CIS_RENAL_50_59|CIS_RENAL_40_49|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple|bilirubin_umol_l|ast_u_l","5FU_HEPATIC|5FU_AST|DOC_BILI",""
"00316","nccp-00316-v6","protocols/breast/00316-ddac-paclitaxel-14-day-trastuzumab.json","Dose-dense AC followed by Paclitaxel every 14 days and Trastuzumab","not_formally_audited","false","","","false","","",""
"00317","nccp-00317-v7","protocols/lung/00317-pemetrexed-cisplatin.json","Pemetrexed 500 mg/m² and Cisplatin 75 mg/m² Therapy","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)","false","severe_hepatic_impairment","(unnamed)",""
"00318","nccp-00318-v6","protocols/lung/00318-pemetrexed-and-carboplatin-therapy.json","Pemetrexed and Carboplatin Therapy","partial_rule_encoding","false","gfr_crcl_ml_min|pemetrexed_renal_band","CARBO_GFR_20_OR_LESS|CARBO_GFR_20_30|PEME_RENAL_30_44|PEME_RENAL_LT30|PEME_DIALYSIS","false","","",""
"00319","nccp-00319-v5","protocols/lung/00319-carboplatin-and-oral-etoposide-therapy-21-day.json","Carboplatin and Oral Etoposide Therapy – 21 day","not_formally_audited","true","gfr_crcl_ml_min|etoposide_renal_band","CARBO_GFR_20_OR_LESS|CARBO_GFR_20_30|ETOP_RENAL_15_49|ETOP_RENAL_LT15|ETOP_DIALYSIS","true","bilirubin_uln_multiple","ETOP_BILI_HIGH",""
"00320","nccp-00320-v6","protocols/shared/00320-everolimus-monotherapy.json","Everolimus Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","ORAL_TARGETED_LFT_REVIEW|ORAL_TARGETED_BILIRUBIN_REVIEW",""
"00321","nccp-00321-v9","protocols/gastrointestinal/00321-xelox-capox.json","Capecitabine and Oxaliplatin Therapy (XELOX)","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|alt_ast_ratio_uln","(unnamed)",""
"00322","nccp-00322-v4","protocols/breast/00322-everolimus-exemestane.json","Everolimus and Exemestane Therapy","not_formally_audited","false","","","false","alt_grade|ast_grade|child_pugh_class","severe_hepatic_impairment_review",""
"00323","nccp-00323-v7b","protocols/head-neck/00323-docetaxel-75-cisplatin-100-and-5-fluorouracil-1000-tcf-chemoradiation.json","Docetaxel 75, Cisplatin 100 and 5-Fluorouracil 1000 (TCF) Chemoradiation","not_formally_audited","false","gfr_or_crcl_ml_min|cisplatin_crcl_band","CARBO_GFR_LE20|CIS_RENAL_50_59|CIS_RENAL_40_49|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple|bilirubin_umol_l|ast_u_l","5FU_HEPATIC|5FU_AST|DOC_BILI",""
